Fold,scenario_id,group,w_idx,p_idx,k_idx
4,1650,out_of_sample,13,5,0
4,1651,out_of_sample,13,5,1
4,1652,out_of_sample,13,5,2
4,1654,out_of_sample,13,5,4
4,1655,out_of_sample,13,6,0
4,1656,out_of_sample,13,6,1
4,1657,out_of_sample,13,6,2
4,1659,out_of_sample,13,6,4
4,1663,out_of_sample,13,7,3
4,1664,out_of_sample,13,7,4
4,1665,out_of_sample,13,8,0
4,1666,out_of_sample,13,8,1
4,1668,out_of_sample,13,8,3
4,1669,out_of_sample,13,8,4
4,1671,out_of_sample,13,9,1
4,1673,out_of_sample,13,9,3
4,1676,out_of_sample,13,10,1
4,1679,out_of_sample,13,10,4
4,1682,out_of_sample,13,11,2
4,1687,out_of_sample,13,12,2
4,1689,out_of_sample,13,12,4
4,1690,out_of_sample,13,13,0
4,1691,out_of_sample,13,13,1
4,1692,out_of_sample,13,13,2
4,1693,out_of_sample,13,13,3
4,1694,out_of_sample,13,13,4
4,1695,out_of_sample,13,14,0
4,1697,out_of_sample,13,14,2
4,1698,out_of_sample,13,14,3
4,1700,out_of_sample,13,15,0
4,1701,out_of_sample,13,15,1
4,1704,out_of_sample,13,15,4
4,1705,out_of_sample,13,16,0
4,1707,out_of_sample,13,16,2
4,1709,out_of_sample,13,16,4
4,1710,out_of_sample,13,17,0
4,1711,out_of_sample,13,17,1
4,1713,out_of_sample,13,17,3
4,1715,out_of_sample,13,18,0
4,1716,out_of_sample,13,18,1
4,1719,out_of_sample,13,18,4
4,1720,out_of_sample,13,19,0
4,1721,out_of_sample,13,19,1
4,1723,out_of_sample,13,19,3
4,1724,out_of_sample,13,19,4
4,1725,out_of_sample,13,20,0
4,1728,out_of_sample,13,20,3
4,1729,out_of_sample,13,20,4
4,1731,out_of_sample,13,21,1
4,1733,out_of_sample,13,21,3
4,1735,out_of_sample,13,22,0
4,1736,out_of_sample,13,22,1
4,1746,out_of_sample,13,24,1
4,1748,out_of_sample,13,24,3
4,1750,out_of_sample,14,0,0
4,1752,out_of_sample,14,0,2
4,1753,out_of_sample,14,0,3
4,1758,out_of_sample,14,1,3
4,1759,out_of_sample,14,1,4
4,1760,out_of_sample,14,2,0
4,1762,out_of_sample,14,2,2
4,1764,out_of_sample,14,2,4
4,1768,out_of_sample,14,3,3
4,1769,out_of_sample,14,3,4
4,1770,out_of_sample,14,4,0
4,1771,out_of_sample,14,4,1
4,1774,out_of_sample,14,4,4
4,1776,out_of_sample,14,5,1
4,1778,out_of_sample,14,5,3
4,1780,out_of_sample,14,6,0
4,1784,out_of_sample,14,6,4
4,1786,out_of_sample,14,7,1
4,1787,out_of_sample,14,7,2
4,1790,out_of_sample,14,8,0
4,1791,out_of_sample,14,8,1
4,1792,out_of_sample,14,8,2
4,1793,out_of_sample,14,8,3
4,1798,out_of_sample,14,9,3
4,1799,out_of_sample,14,9,4
4,1800,out_of_sample,14,10,0
4,1805,out_of_sample,14,11,0
4,1807,out_of_sample,14,11,2
4,1808,out_of_sample,14,11,3
4,1810,out_of_sample,14,12,0
4,1811,out_of_sample,14,12,1
4,1812,out_of_sample,14,12,2
4,1813,out_of_sample,14,12,3
4,1820,out_of_sample,14,14,0
4,1821,out_of_sample,14,14,1
4,1822,out_of_sample,14,14,2
4,1828,out_of_sample,14,15,3
4,1830,out_of_sample,14,16,0
4,1832,out_of_sample,14,16,2
4,1833,out_of_sample,14,16,3
4,1836,out_of_sample,14,17,1
4,1838,out_of_sample,14,17,3
4,1840,out_of_sample,14,18,0
4,1842,out_of_sample,14,18,2
4,1844,out_of_sample,14,18,4
4,1845,out_of_sample,14,19,0
4,1849,out_of_sample,14,19,4
4,1851,out_of_sample,14,20,1
4,1852,out_of_sample,14,20,2
4,1855,out_of_sample,14,21,0
4,1858,out_of_sample,14,21,3
4,1859,out_of_sample,14,21,4
4,1861,out_of_sample,14,22,1
4,1862,out_of_sample,14,22,2
4,1865,out_of_sample,14,23,0
4,1866,out_of_sample,14,23,1
4,1867,out_of_sample,14,23,2
4,1869,out_of_sample,14,23,4
4,1875,out_of_sample,15,0,0
4,1876,out_of_sample,15,0,1
4,1879,out_of_sample,15,0,4
4,1880,out_of_sample,15,1,0
4,1881,out_of_sample,15,1,1
4,1882,out_of_sample,15,1,2
4,1884,out_of_sample,15,1,4
4,1885,out_of_sample,15,2,0
4,1887,out_of_sample,15,2,2
4,1890,out_of_sample,15,3,0
4,1892,out_of_sample,15,3,2
4,1894,out_of_sample,15,3,4
4,1897,out_of_sample,15,4,2
4,1900,out_of_sample,15,5,0
4,1901,out_of_sample,15,5,1
4,1903,out_of_sample,15,5,3
4,1905,out_of_sample,15,6,0
4,1906,out_of_sample,15,6,1
4,1908,out_of_sample,15,6,3
4,1909,out_of_sample,15,6,4
4,1910,out_of_sample,15,7,0
4,1912,out_of_sample,15,7,2
4,1913,out_of_sample,15,7,3
4,1914,out_of_sample,15,7,4
4,1915,out_of_sample,15,8,0
4,1920,out_of_sample,15,9,0
4,1922,out_of_sample,15,9,2
4,1923,out_of_sample,15,9,3
4,1926,out_of_sample,15,10,1
4,1929,out_of_sample,15,10,4
4,1934,out_of_sample,15,11,4
4,1937,out_of_sample,15,12,2
4,1939,out_of_sample,15,12,4
4,1941,out_of_sample,15,13,1
4,1942,out_of_sample,15,13,2
4,1945,out_of_sample,15,14,0
4,1946,out_of_sample,15,14,1
4,1948,out_of_sample,15,14,3
4,1949,out_of_sample,15,14,4
4,1950,out_of_sample,15,15,0
4,1951,out_of_sample,15,15,1
4,1952,out_of_sample,15,15,2
4,1956,out_of_sample,15,16,1
4,1958,out_of_sample,15,16,3
4,1959,out_of_sample,15,16,4
4,1960,out_of_sample,15,17,0
4,1964,out_of_sample,15,17,4
4,1965,out_of_sample,15,18,0
4,1968,out_of_sample,15,18,3
4,1969,out_of_sample,15,18,4
4,1977,out_of_sample,15,20,2
4,1978,out_of_sample,15,20,3
4,1979,out_of_sample,15,20,4
4,1980,out_of_sample,15,21,0
4,1981,out_of_sample,15,21,1
4,1982,out_of_sample,15,21,2
4,1985,out_of_sample,15,22,0
4,1986,out_of_sample,15,22,1
4,1992,out_of_sample,15,23,2
4,1994,out_of_sample,15,23,4
4,1997,out_of_sample,15,24,2
4,2000,out_of_sample,16,0,0
4,2004,out_of_sample,16,0,4
4,2005,out_of_sample,16,1,0
4,2008,out_of_sample,16,1,3
4,2009,out_of_sample,16,1,4
4,2010,out_of_sample,16,2,0
4,2013,out_of_sample,16,2,3
4,2016,out_of_sample,16,3,1
4,2020,out_of_sample,16,4,0
4,2022,out_of_sample,16,4,2
4,2023,out_of_sample,16,4,3
4,2024,out_of_sample,16,4,4
4,2028,out_of_sample,16,5,3
4,2029,out_of_sample,16,5,4
4,2032,out_of_sample,16,6,2
4,2034,out_of_sample,16,6,4
4,2041,out_of_sample,16,8,1
4,2047,out_of_sample,16,9,2
4,2048,out_of_sample,16,9,3
4,2049,out_of_sample,16,9,4
4,2050,out_of_sample,16,10,0
4,2054,out_of_sample,16,10,4
4,2055,out_of_sample,16,11,0
4,2058,out_of_sample,16,11,3
4,2061,out_of_sample,16,12,1
4,2063,out_of_sample,16,12,3
4,2065,out_of_sample,16,13,0
4,2068,out_of_sample,16,13,3
4,2069,out_of_sample,16,13,4
4,2072,out_of_sample,16,14,2
4,2073,out_of_sample,16,14,3
4,2075,out_of_sample,16,15,0
4,2077,out_of_sample,16,15,2
4,2082,out_of_sample,16,16,2
4,2087,out_of_sample,16,17,2
4,2088,out_of_sample,16,17,3
4,2091,out_of_sample,16,18,1
4,2092,out_of_sample,16,18,2
4,2095,out_of_sample,16,19,0
4,2099,out_of_sample,16,19,4
4,2101,out_of_sample,16,20,1
4,2103,out_of_sample,16,20,3
4,2104,out_of_sample,16,20,4
4,2110,out_of_sample,16,22,0
4,2113,out_of_sample,16,22,3
4,2118,out_of_sample,16,23,3
4,2119,out_of_sample,16,23,4
4,2121,out_of_sample,16,24,1
4,2125,out_of_sample,17,0,0
4,2127,out_of_sample,17,0,2
4,2131,out_of_sample,17,1,1
4,2133,out_of_sample,17,1,3
4,2134,out_of_sample,17,1,4
4,2139,out_of_sample,17,2,4
4,2140,out_of_sample,17,3,0
4,2141,out_of_sample,17,3,1
4,2142,out_of_sample,17,3,2
4,2143,out_of_sample,17,3,3
4,2144,out_of_sample,17,3,4
4,2145,out_of_sample,17,4,0
4,2146,out_of_sample,17,4,1
4,2147,out_of_sample,17,4,2
4,2149,out_of_sample,17,4,4
4,2150,out_of_sample,17,5,0
4,2151,out_of_sample,17,5,1
4,2152,out_of_sample,17,5,2
4,2153,out_of_sample,17,5,3
4,2156,out_of_sample,17,6,1
4,2163,out_of_sample,17,7,3
4,2166,out_of_sample,17,8,1
4,2171,out_of_sample,17,9,1
4,2178,out_of_sample,17,10,3
4,2180,out_of_sample,17,11,0
4,2182,out_of_sample,17,11,2
4,2183,out_of_sample,17,11,3
4,2187,out_of_sample,17,12,2
4,2188,out_of_sample,17,12,3
4,2190,out_of_sample,17,13,0
4,2197,out_of_sample,17,14,2
4,2198,out_of_sample,17,14,3
4,2201,out_of_sample,17,15,1
4,2204,out_of_sample,17,15,4
4,2206,out_of_sample,17,16,1
4,2208,out_of_sample,17,16,3
4,2212,out_of_sample,17,17,2
4,2214,out_of_sample,17,17,4
4,2216,out_of_sample,17,18,1
4,2220,out_of_sample,17,19,0
4,2227,out_of_sample,17,20,2
4,2232,out_of_sample,17,21,2
4,2233,out_of_sample,17,21,3
4,2236,out_of_sample,17,22,1
4,2241,out_of_sample,17,23,1
4,2242,out_of_sample,17,23,2
4,2243,out_of_sample,17,23,3
4,2248,out_of_sample,17,24,3
4,2252,out_of_sample,18,0,2
4,2253,out_of_sample,18,0,3
4,2255,out_of_sample,18,1,0
4,2260,out_of_sample,18,2,0
4,2264,out_of_sample,18,2,4
4,2265,out_of_sample,18,3,0
4,2266,out_of_sample,18,3,1
4,2271,out_of_sample,18,4,1
4,2274,out_of_sample,18,4,4
4,2277,out_of_sample,18,5,2
4,2279,out_of_sample,18,5,4
4,2280,out_of_sample,18,6,0
4,2281,out_of_sample,18,6,1
4,2284,out_of_sample,18,6,4
4,2285,out_of_sample,18,7,0
4,2286,out_of_sample,18,7,1
4,2290,out_of_sample,18,8,0
4,2291,out_of_sample,18,8,1
4,2292,out_of_sample,18,8,2
4,2293,out_of_sample,18,8,3
4,2294,out_of_sample,18,8,4
4,2295,out_of_sample,18,9,0
4,2297,out_of_sample,18,9,2
4,2298,out_of_sample,18,9,3
4,2299,out_of_sample,18,9,4
4,2302,out_of_sample,18,10,2
4,2303,out_of_sample,18,10,3
4,2305,out_of_sample,18,11,0
4,2308,out_of_sample,18,11,3
4,2309,out_of_sample,18,11,4
4,2312,out_of_sample,18,12,2
4,2314,out_of_sample,18,12,4
4,2318,out_of_sample,18,13,3
4,2319,out_of_sample,18,13,4
4,2324,out_of_sample,18,14,4
4,2325,out_of_sample,18,15,0
4,2326,out_of_sample,18,15,1
4,2327,out_of_sample,18,15,2
4,2328,out_of_sample,18,15,3
4,2331,out_of_sample,18,16,1
4,2335,out_of_sample,18,17,0
4,2336,out_of_sample,18,17,1
4,2337,out_of_sample,18,17,2
4,2338,out_of_sample,18,17,3
4,2339,out_of_sample,18,17,4
4,2340,out_of_sample,18,18,0
4,2342,out_of_sample,18,18,2
4,2347,out_of_sample,18,19,2
4,2349,out_of_sample,18,19,4
4,2350,out_of_sample,18,20,0
4,2352,out_of_sample,18,20,2
4,2353,out_of_sample,18,20,3
4,2357,out_of_sample,18,21,2
4,2358,out_of_sample,18,21,3
4,2359,out_of_sample,18,21,4
4,2360,out_of_sample,18,22,0
4,2363,out_of_sample,18,22,3
4,2367,out_of_sample,18,23,2
4,2369,out_of_sample,18,23,4
4,2370,out_of_sample,18,24,0
4,2371,out_of_sample,18,24,1
4,2373,out_of_sample,18,24,3
4,2374,out_of_sample,18,24,4
4,2375,out_of_sample,19,0,0
4,2378,out_of_sample,19,0,3
4,2382,out_of_sample,19,1,2
4,2383,out_of_sample,19,1,3
4,2384,out_of_sample,19,1,4
4,2388,out_of_sample,19,2,3
4,2390,out_of_sample,19,3,0
4,2391,out_of_sample,19,3,1
4,2393,out_of_sample,19,3,3
4,2396,out_of_sample,19,4,1
4,2398,out_of_sample,19,4,3
4,2399,out_of_sample,19,4,4
4,2400,out_of_sample,19,5,0
4,2401,out_of_sample,19,5,1
4,2403,out_of_sample,19,5,3
4,2406,out_of_sample,19,6,1
4,2408,out_of_sample,19,6,3
4,2409,out_of_sample,19,6,4
4,2410,out_of_sample,19,7,0
4,2413,out_of_sample,19,7,3
4,2414,out_of_sample,19,7,4
4,2416,out_of_sample,19,8,1
4,2417,out_of_sample,19,8,2
4,2422,out_of_sample,19,9,2
4,2423,out_of_sample,19,9,3
4,2425,out_of_sample,19,10,0
4,2427,out_of_sample,19,10,2
4,2429,out_of_sample,19,10,4
4,2430,out_of_sample,19,11,0
4,2431,out_of_sample,19,11,1
4,2432,out_of_sample,19,11,2
4,2436,out_of_sample,19,12,1
4,2437,out_of_sample,19,12,2
4,2443,out_of_sample,19,13,3
4,2447,out_of_sample,19,14,2
4,2453,out_of_sample,19,15,3
4,2455,out_of_sample,19,16,0
4,2456,out_of_sample,19,16,1
4,2457,out_of_sample,19,16,2
4,2461,out_of_sample,19,17,1
4,2466,out_of_sample,19,18,1
4,2469,out_of_sample,19,18,4
4,2471,out_of_sample,19,19,1
4,2472,out_of_sample,19,19,2
4,2474,out_of_sample,19,19,4
4,2477,out_of_sample,19,20,2
4,2478,out_of_sample,19,20,3
4,2479,out_of_sample,19,20,4
4,2480,out_of_sample,19,21,0
4,2482,out_of_sample,19,21,2
4,2483,out_of_sample,19,21,3
4,2484,out_of_sample,19,21,4
4,2485,out_of_sample,19,22,0
4,2488,out_of_sample,19,22,3
4,2489,out_of_sample,19,22,4
4,2491,out_of_sample,19,23,1
4,2498,out_of_sample,19,24,3
4,2500,out_of_sample,20,0,0
4,2501,out_of_sample,20,0,1
4,2504,out_of_sample,20,0,4
4,2506,out_of_sample,20,1,1
4,2507,out_of_sample,20,1,2
4,2509,out_of_sample,20,1,4
4,2510,out_of_sample,20,2,0
4,2511,out_of_sample,20,2,1
4,2515,out_of_sample,20,3,0
4,2516,out_of_sample,20,3,1
4,2517,out_of_sample,20,3,2
4,2519,out_of_sample,20,3,4
4,2521,out_of_sample,20,4,1
4,2525,out_of_sample,20,5,0
4,2527,out_of_sample,20,5,2
4,2531,out_of_sample,20,6,1
4,2533,out_of_sample,20,6,3
4,2534,out_of_sample,20,6,4
4,2536,out_of_sample,20,7,1
4,2538,out_of_sample,20,7,3
4,2539,out_of_sample,20,7,4
4,2541,out_of_sample,20,8,1
4,2544,out_of_sample,20,8,4
4,2550,out_of_sample,20,10,0
4,2552,out_of_sample,20,10,2
4,2557,out_of_sample,20,11,2
4,2559,out_of_sample,20,11,4
4,2561,out_of_sample,20,12,1
4,2562,out_of_sample,20,12,2
4,2563,out_of_sample,20,12,3
4,2564,out_of_sample,20,12,4
4,2566,out_of_sample,20,13,1
4,2569,out_of_sample,20,13,4
4,2573,out_of_sample,20,14,3
4,2574,out_of_sample,20,14,4
4,2577,out_of_sample,20,15,2
4,2578,out_of_sample,20,15,3
4,2579,out_of_sample,20,15,4
4,2581,out_of_sample,20,16,1
4,2582,out_of_sample,20,16,2
4,2583,out_of_sample,20,16,3
4,2584,out_of_sample,20,16,4
4,2585,out_of_sample,20,17,0
4,2595,out_of_sample,20,19,0
4,2596,out_of_sample,20,19,1
4,2597,out_of_sample,20,19,2
4,2601,out_of_sample,20,20,1
4,2603,out_of_sample,20,20,3
4,2605,out_of_sample,20,21,0
4,2607,out_of_sample,20,21,2
4,2609,out_of_sample,20,21,4
4,2611,out_of_sample,20,22,1
4,2613,out_of_sample,20,22,3
4,2614,out_of_sample,20,22,4
4,2615,out_of_sample,20,23,0
4,2616,out_of_sample,20,23,1
4,2619,out_of_sample,20,23,4
4,2620,out_of_sample,20,24,0
4,2621,out_of_sample,20,24,1
4,2622,out_of_sample,20,24,2
4,2630,out_of_sample,21,1,0
4,2631,out_of_sample,21,1,1
4,2634,out_of_sample,21,1,4
4,2635,out_of_sample,21,2,0
4,2639,out_of_sample,21,2,4
4,2640,out_of_sample,21,3,0
4,2649,out_of_sample,21,4,4
4,2651,out_of_sample,21,5,1
4,2655,out_of_sample,21,6,0
4,2656,out_of_sample,21,6,1
4,2663,out_of_sample,21,7,3
4,2665,out_of_sample,21,8,0
4,2666,out_of_sample,21,8,1
4,2673,out_of_sample,21,9,3
4,2675,out_of_sample,21,10,0
4,2677,out_of_sample,21,10,2
4,2679,out_of_sample,21,10,4
4,2683,out_of_sample,21,11,3
4,2686,out_of_sample,21,12,1
4,2687,out_of_sample,21,12,2
4,2689,out_of_sample,21,12,4
4,2690,out_of_sample,21,13,0
4,2696,out_of_sample,21,14,1
4,2701,out_of_sample,21,15,1
4,2702,out_of_sample,21,15,2
4,2703,out_of_sample,21,15,3
4,2709,out_of_sample,21,16,4
4,2710,out_of_sample,21,17,0
4,2711,out_of_sample,21,17,1
4,2713,out_of_sample,21,17,3
4,2715,out_of_sample,21,18,0
4,2716,out_of_sample,21,18,1
4,2720,out_of_sample,21,19,0
4,2722,out_of_sample,21,19,2
4,2723,out_of_sample,21,19,3
4,2727,out_of_sample,21,20,2
4,2730,out_of_sample,21,21,0
4,2732,out_of_sample,21,21,2
4,2733,out_of_sample,21,21,3
4,2734,out_of_sample,21,21,4
4,2738,out_of_sample,21,22,3
4,2739,out_of_sample,21,22,4
4,2740,out_of_sample,21,23,0
4,2741,out_of_sample,21,23,1
4,2745,out_of_sample,21,24,0
4,2746,out_of_sample,21,24,1
4,2747,out_of_sample,21,24,2
4,2751,out_of_sample,22,0,1
4,2752,out_of_sample,22,0,2
4,2754,out_of_sample,22,0,4
4,2755,out_of_sample,22,1,0
4,2756,out_of_sample,22,1,1
4,2757,out_of_sample,22,1,2
4,2758,out_of_sample,22,1,3
4,2763,out_of_sample,22,2,3
4,2771,out_of_sample,22,4,1
4,2773,out_of_sample,22,4,3
4,2774,out_of_sample,22,4,4
4,2775,out_of_sample,22,5,0
4,2776,out_of_sample,22,5,1
4,2781,out_of_sample,22,6,1
4,2782,out_of_sample,22,6,2
4,2783,out_of_sample,22,6,3
4,2787,out_of_sample,22,7,2
4,2788,out_of_sample,22,7,3
4,2790,out_of_sample,22,8,0
4,2792,out_of_sample,22,8,2
4,2793,out_of_sample,22,8,3
4,2794,out_of_sample,22,8,4
4,2795,out_of_sample,22,9,0
4,2798,out_of_sample,22,9,3
4,2802,out_of_sample,22,10,2
4,2804,out_of_sample,22,10,4
4,2807,out_of_sample,22,11,2
4,2818,out_of_sample,22,13,3
4,2822,out_of_sample,22,14,2
4,2823,out_of_sample,22,14,3
4,2825,out_of_sample,22,15,0
4,2828,out_of_sample,22,15,3
4,2832,out_of_sample,22,16,2
4,2834,out_of_sample,22,16,4
4,2836,out_of_sample,22,17,1
4,2837,out_of_sample,22,17,2
4,2838,out_of_sample,22,17,3
4,2839,out_of_sample,22,17,4
4,2840,out_of_sample,22,18,0
4,2841,out_of_sample,22,18,1
4,2849,out_of_sample,22,19,4
4,2852,out_of_sample,22,20,2
4,2854,out_of_sample,22,20,4
4,2856,out_of_sample,22,21,1
4,2857,out_of_sample,22,21,2
4,2860,out_of_sample,22,22,0
4,2861,out_of_sample,22,22,1
4,2863,out_of_sample,22,22,3
4,2864,out_of_sample,22,22,4
4,2867,out_of_sample,22,23,2
4,2870,out_of_sample,22,24,0
4,2873,out_of_sample,22,24,3
4,2876,out_of_sample,23,0,1
4,2877,out_of_sample,23,0,2
4,2879,out_of_sample,23,0,4
4,2881,out_of_sample,23,1,1
4,2888,out_of_sample,23,2,3
4,2889,out_of_sample,23,2,4
4,2890,out_of_sample,23,3,0
4,2891,out_of_sample,23,3,1
4,2892,out_of_sample,23,3,2
4,2893,out_of_sample,23,3,3
4,2896,out_of_sample,23,4,1
4,2899,out_of_sample,23,4,4
4,2900,out_of_sample,23,5,0
4,2901,out_of_sample,23,5,1
4,2904,out_of_sample,23,5,4
4,2906,out_of_sample,23,6,1
4,2910,out_of_sample,23,7,0
4,2911,out_of_sample,23,7,1
4,2917,out_of_sample,23,8,2
4,2919,out_of_sample,23,8,4
4,2922,out_of_sample,23,9,2
4,2923,out_of_sample,23,9,3
4,2924,out_of_sample,23,9,4
4,2926,out_of_sample,23,10,1
4,2927,out_of_sample,23,10,2
4,2929,out_of_sample,23,10,4
4,2931,out_of_sample,23,11,1
4,2937,out_of_sample,23,12,2
4,2939,out_of_sample,23,12,4
4,2940,out_of_sample,23,13,0
4,2943,out_of_sample,23,13,3
4,2949,out_of_sample,23,14,4
4,2952,out_of_sample,23,15,2
4,2954,out_of_sample,23,15,4
4,2955,out_of_sample,23,16,0
4,2961,out_of_sample,23,17,1
4,2963,out_of_sample,23,17,3
4,2965,out_of_sample,23,18,0
4,2967,out_of_sample,23,18,2
4,2970,out_of_sample,23,19,0
4,2971,out_of_sample,23,19,1
4,2974,out_of_sample,23,19,4
4,2976,out_of_sample,23,20,1
4,2977,out_of_sample,23,20,2
4,2981,out_of_sample,23,21,1
4,2985,out_of_sample,23,22,0
4,2986,out_of_sample,23,22,1
4,2987,out_of_sample,23,22,2
4,2988,out_of_sample,23,22,3
4,2991,out_of_sample,23,23,1
4,2992,out_of_sample,23,23,2
4,2993,out_of_sample,23,23,3
4,2995,out_of_sample,23,24,0
4,2996,out_of_sample,23,24,1
4,2997,out_of_sample,23,24,2
4,3005,out_of_sample,24,1,0
4,3006,out_of_sample,24,1,1
4,3008,out_of_sample,24,1,3
4,3014,out_of_sample,24,2,4
4,3016,out_of_sample,24,3,1
4,3020,out_of_sample,24,4,0
4,3022,out_of_sample,24,4,2
4,3023,out_of_sample,24,4,3
4,3024,out_of_sample,24,4,4
4,3026,out_of_sample,24,5,1
4,3028,out_of_sample,24,5,3
4,3031,out_of_sample,24,6,1
4,3032,out_of_sample,24,6,2
4,3036,out_of_sample,24,7,1
4,3038,out_of_sample,24,7,3
4,3040,out_of_sample,24,8,0
4,3041,out_of_sample,24,8,1
4,3045,out_of_sample,24,9,0
4,3046,out_of_sample,24,9,1
4,3049,out_of_sample,24,9,4
4,3052,out_of_sample,24,10,2
4,3054,out_of_sample,24,10,4
4,3055,out_of_sample,24,11,0
4,3057,out_of_sample,24,11,2
4,3058,out_of_sample,24,11,3
4,3059,out_of_sample,24,11,4
4,3061,out_of_sample,24,12,1
4,3062,out_of_sample,24,12,2
4,3066,out_of_sample,24,13,1
4,3067,out_of_sample,24,13,2
4,3069,out_of_sample,24,13,4
4,3070,out_of_sample,24,14,0
4,3071,out_of_sample,24,14,1
4,3073,out_of_sample,24,14,3
4,3074,out_of_sample,24,14,4
4,3076,out_of_sample,24,15,1
4,3079,out_of_sample,24,15,4
4,3081,out_of_sample,24,16,1
4,3082,out_of_sample,24,16,2
4,3086,out_of_sample,24,17,1
4,3089,out_of_sample,24,17,4
4,3090,out_of_sample,24,18,0
4,3091,out_of_sample,24,18,1
4,3093,out_of_sample,24,18,3
4,3094,out_of_sample,24,18,4
4,3096,out_of_sample,24,19,1
4,3098,out_of_sample,24,19,3
4,3099,out_of_sample,24,19,4
4,3100,out_of_sample,24,20,0
4,3104,out_of_sample,24,20,4
4,3106,out_of_sample,24,21,1
4,3107,out_of_sample,24,21,2
4,3110,out_of_sample,24,22,0
4,3113,out_of_sample,24,22,3
4,3116,out_of_sample,24,23,1
4,3118,out_of_sample,24,23,3
4,3119,out_of_sample,24,23,4
4,3123,out_of_sample,24,24,3
4,3124,out_of_sample,24,24,4
5,19,in_sample,0,3,4
5,27,in_sample,0,5,2
5,36,in_sample,0,7,1
5,40,in_sample,0,8,0
5,90,in_sample,0,18,0
5,95,in_sample,0,19,0
5,101,in_sample,0,20,1
5,122,in_sample,0,24,2
5,137,in_sample,1,2,2
5,150,in_sample,1,5,0
5,156,in_sample,1,6,1
5,170,in_sample,1,9,0
5,184,in_sample,1,11,4
5,195,in_sample,1,14,0
5,197,in_sample,1,14,2
5,198,in_sample,1,14,3
5,209,in_sample,1,16,4
5,221,in_sample,1,19,1
5,227,in_sample,1,20,2
5,242,in_sample,1,23,2
5,261,in_sample,2,2,1
5,287,in_sample,2,7,2
5,288,in_sample,2,7,3
5,295,in_sample,2,9,0
5,302,in_sample,2,10,2
5,322,in_sample,2,14,2
5,326,in_sample,2,15,1
5,340,in_sample,2,18,0
5,361,in_sample,2,22,1
5,363,in_sample,2,22,3
5,370,in_sample,2,24,0
5,373,in_sample,2,24,3
5,387,in_sample,3,2,2
5,392,in_sample,3,3,2
5,402,in_sample,3,5,2
5,448,in_sample,3,14,3
5,453,in_sample,3,15,3
5,479,in_sample,3,20,4
5,498,in_sample,3,24,3
5,513,in_sample,4,2,3
5,542,in_sample,4,8,2
5,553,in_sample,4,10,3
5,561,in_sample,4,12,1
5,565,in_sample,4,13,0
5,575,in_sample,4,15,0
5,584,in_sample,4,16,4
5,590,in_sample,4,18,0
5,591,in_sample,4,18,1
5,681,in_sample,5,11,1
5,702,in_sample,5,15,2
5,733,in_sample,5,21,3
5,773,in_sample,6,4,3
5,800,in_sample,6,10,0
5,827,in_sample,6,15,2
5,831,in_sample,6,16,1
5,860,in_sample,6,22,0
5,862,in_sample,6,22,2
5,877,in_sample,7,0,2
5,887,in_sample,7,2,2
5,903,in_sample,7,5,3
5,912,in_sample,7,7,2
5,920,in_sample,7,9,0
5,939,in_sample,7,12,4
5,940,in_sample,7,13,0
5,981,in_sample,7,21,1
5,1008,in_sample,8,1,3
5,1028,in_sample,8,5,3
5,1036,in_sample,8,7,1
5,1041,in_sample,8,8,1
5,1043,in_sample,8,8,3
5,1078,in_sample,8,15,3
5,1088,in_sample,8,17,3
5,1093,in_sample,8,18,3
5,1098,in_sample,8,19,3
5,1112,in_sample,8,22,2
5,1115,in_sample,8,23,0
5,1128,in_sample,9,0,3
5,1132,in_sample,9,1,2
5,1187,in_sample,9,12,2
5,1192,in_sample,9,13,2
5,1200,in_sample,9,15,0
5,1208,in_sample,9,16,3
5,1238,in_sample,9,22,3
5,1239,in_sample,9,22,4
5,1250,in_sample,10,0,0
5,1256,in_sample,10,1,1
5,1261,in_sample,10,2,1
5,1263,in_sample,10,2,3
5,1266,in_sample,10,3,1
5,1269,in_sample,10,3,4
5,1270,in_sample,10,4,0
5,1283,in_sample,10,6,3
5,1296,in_sample,10,9,1
5,1320,in_sample,10,14,0
5,1326,in_sample,10,15,1
5,1339,in_sample,10,17,4
5,1340,in_sample,10,18,0
5,1346,in_sample,10,19,1
5,1351,in_sample,10,20,1
5,1401,in_sample,11,5,1
5,1403,in_sample,11,5,3
5,1405,in_sample,11,6,0
5,1407,in_sample,11,6,2
5,1446,in_sample,11,14,1
5,1454,in_sample,11,15,4
5,1461,in_sample,11,17,1
5,1473,in_sample,11,19,3
5,1492,in_sample,11,23,2
5,1506,in_sample,12,1,1
5,1518,in_sample,12,3,3
5,1519,in_sample,12,3,4
5,1520,in_sample,12,4,0
5,1541,in_sample,12,8,1
5,1594,in_sample,12,18,4
5,1656,in_sample,13,6,1
5,1671,in_sample,13,9,1
5,1679,in_sample,13,10,4
5,1689,in_sample,13,12,4
5,1695,in_sample,13,14,0
5,1705,in_sample,13,16,0
5,1709,in_sample,13,16,4
5,1748,in_sample,13,24,3
5,1758,in_sample,14,1,3
5,1770,in_sample,14,4,0
5,1776,in_sample,14,5,1
5,1791,in_sample,14,8,1
5,1793,in_sample,14,8,3
5,1820,in_sample,14,14,0
5,1858,in_sample,14,21,3
5,1862,in_sample,14,22,2
5,1875,in_sample,15,0,0
5,1885,in_sample,15,2,0
